ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
13201635,JG413284,09/06/23 9:41,127XX S HALSTED ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0523,005,9,53,04A,1173313,1820528,2023,09/14/2023 03:43:09 PM,41.66294403,-87.64141128,"(41.662944028, -87.641411276)"
13208271,JG421271,09/06/23 17:00,037XX N KIMBALL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE - GARAGE,FALSE,FALSE,1733,017,33,16,11,1153053,1924850,2023,09/14/2023 03:43:09 PM,41.94964068,-87.71279687,"(41.949640684, -87.712796874)"
13202316,JG414343,09/06/23 16:00,011XX S ST LOUIS AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",ALLEY,FALSE,TRUE,1133,011,24,29,04B,1153217,1894682,2023,09/14/2023 03:43:09 PM,41.86685369,-87.71299602,"(41.866853689, -87.712996017)"
13201584,JG413441,09/06/23 11:45,051XX W NORTH AVE,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,2533,025,37,25,14,1141947,1910153,2023,09/14/2023 03:43:09 PM,41.90952402,-87.75398658,"(41.909524018, -87.753986578)"
13201917,JG413713,09/06/23 15:02,029XX W 59TH ST,0820,THEFT,$500 AND UNDER,TAVERN / LIQUOR STORE,FALSE,FALSE,0824,008,15,66,06,1157625,1865375,2023,09/14/2023 03:43:09 PM,41.78634316,-87.69760977,"(41.786343156, -87.697609774)"
13202366,JG413027,09/06/23 3:48,096XX S HALSTED ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2223,022,21,73,08B,1172677,1840886,2023,09/14/2023 03:43:09 PM,41.71882357,-87.64314179,"(41.718823567, -87.643141787)"
13201082,JG412949,09/06/23 0:18,011XX W 63RD ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,CONVENIENCE STORE,FALSE,FALSE,0724,007,16,68,10,1169601,1863016,2023,09/14/2023 03:43:09 PM,41.7796184,-87.65376796,"(41.779618399, -87.653767961)"
13201977,JG413788,09/06/23 15:30,036XX S UNION AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,FALSE,TRUE,0915,009,11,60,04B,1172228,1880850,2023,09/14/2023 03:43:09 PM,41.82849936,-87.64361241,"(41.828499363, -87.64361241)"
13208235,JG421358,08/26/2023 01:50:00 AM,035XX W 55TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,SCHOOL - PUBLIC BUILDING,FALSE,FALSE,0822,008,14,63,14,1153756,1867915,2023,09/14/2023 03:41:59 PM,41.79339092,-87.7117283,"(41.793390915, -87.711728299)"
13202840,JG414953,09/06/23 10:00,063XX S MARYLAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,0312,003,20,42,05,1183000,1863278,2023,09/14/2023 03:43:09 PM,41.78003628,-87.60463783,"(41.780036279, -87.604637829)"
13202933,JG414643,09/06/23 18:00,048XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0222,002,4,39,14,1186842,1873319,2023,09/14/2023 03:43:09 PM,41.80749934,-87.59023448,"(41.807499342, -87.590234482)"
13202139,JG414210,09/06/23 21:00,028XX E 90TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0423,004,10,46,14,1196758,1845842,2023,09/14/2023 03:43:09 PM,41.73185965,-87.55477843,"(41.731859652, -87.554778427)"
13201430,JG413128,09/06/23 6:00,0000X N HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1122,011,28,26,08B,1151064,1899854,2023,09/14/2023 03:43:09 PM,41.88108866,-87.72076449,"(41.881088655, -87.720764494)"
13201836,JG413728,09/06/23 13:58,011XX E 82ND PL,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,FALSE,TRUE,0411,004,8,45,04B,1185301,1850520,2023,09/14/2023 03:43:09 PM,41.7449733,-87.59660272,"(41.744973301, -87.596602719)"
13202130,JG414193,09/06/23 20:10,107XX S CALHOUN AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,0434,004,10,51,08B,1194895,1834264,2023,09/14/2023 03:43:09 PM,41.70013456,-87.5619832,"(41.700134558, -87.561983199)"
13202081,JG414117,09/06/23 18:07,020XX N ALBANY AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,1414,014,1,22,06,1155193,1913452,2023,09/14/2023 03:43:09 PM,41.91832094,-87.70523743,"(41.918320935, -87.705237426)"
13201899,JG413889,09/06/23 13:30,092XX S COMMERCIAL AVE,0330,ROBBERY,AGGRAVATED,BANK,FALSE,FALSE,0423,004,10,46,03,1197746,1844398,2023,09/14/2023 03:43:09 PM,41.72787262,-87.55120713,"(41.727872617, -87.551207132)"
13202502,JG414506,09/06/23 22:30,001XX W 73RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0731,007,6,69,07,1176816,1856592,2023,09/14/2023 03:43:09 PM,41.76183073,-87.62751028,"(41.761830729, -87.627510276)"
13201121,JG412979,09/06/23 1:50,051XX S WENTWORTH AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,FALSE,FALSE,0225,002,20,37,26,1175826,1871120,2023,09/14/2023 03:43:09 PM,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
13201931,JG414079,09/06/23 18:45,0000X E ROOSEVELT RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA PLATFORM,FALSE,FALSE,0123,001,4,32,11,1176818,1895074,2023,09/14/2023 03:43:09 PM,41.86742869,-87.62634257,"(41.867428687, -87.626342565)"
13201362,JG413215,09/06/23 8:45,027XX N CICERO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,AUTO / BOAT / RV DEALERSHIP,FALSE,FALSE,2521,025,31,19,08A,1143927,1917601,2023,09/14/2023 03:43:09 PM,41.92992517,-87.74652561,"(41.929925166, -87.746525605)"
13202258,JG413851,09/06/23 15:30,008XX W 115TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,0524,005,21,53,06,1172876,1828589,2023,09/14/2023 03:43:09 PM,41.68507436,-87.64277407,"(41.685074357, -87.642774065)"
13201586,JG413442,09/06/23 11:45,006XX W 71ST ST,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,FALSE,TRUE,0732,007,6,68,08B,1173056,1857809,2023,09/14/2023 03:43:09 PM,41.76525416,-87.64125515,"(41.765254159, -87.641255151)"
13202867,JG414148,09/06/23 18:15,008XX S WABASH AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,COLLEGE / UNIVERSITY - RESIDENCE HALL,FALSE,TRUE,0123,001,4,32,02,1176920,1896499,2023,09/14/2023 03:43:09 PM,41.87133667,-87.625925,"(41.871336669, -87.625925)"
13202429,JG414485,09/06/23 22:00,050XX N MAJOR AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,016,45,11,06,1137176,1933270,2023,09/14/2023 03:43:09 PM,41.97304656,-87.7709563,"(41.973046564, -87.7709563)"
13574626,JH401003,08/25/2024 02:20:00 AM,025XX N CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1935,019,43,7,07,1172365,1917185,2024,09/02/24 15:41,41.92820201,-87.64203601,"(41.928202012, -87.642036006)"
13201993,JG414080,09/06/23 19:00,034XX W SCHRAEDER DR,2024,NARCOTICS,POSSESS - HEROIN (WHITE),PARK PROPERTY,TRUE,FALSE,1123,011,28,27,18,1153404,1900665,2023,09/14/2023 03:43:09 PM,41.88326797,-87.71215055,"(41.883267969, -87.712150552)"
13202937,JG414638,09/06/23 18:00,048XX S LAKE PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,0222,002,4,39,14,1186909,1873187,2023,09/14/2023 03:43:09 PM,41.80713554,-87.58999294,"(41.807135535, -87.589992936)"
13208285,JG421296,09/06/23 2:30,071XX S HAMLIN AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,0833,008,23,65,07,1152269,1856960,2023,09/14/2023 03:43:09 PM,41.76335807,-87.71746875,"(41.763358065, -87.717468752)"
13203085,JG415325,09/06/23 19:45,048XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,0222,002,4,39,06,1186953,1873098,2023,09/14/2023 03:43:09 PM,41.80689027,-87.58983438,"(41.806890268, -87.589834384)"
13201480,JG413264,09/06/23 8:46,024XX N HARDING AVE,0460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,2524,025,35,22,08B,1149639,1915981,2023,09/14/2023 03:43:09 PM,41.92537055,-87.72557751,"(41.92537055, -87.725577509)"
13201813,JG413894,09/06/23 11:25,055XX N WASHTENAW AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,2011,020,40,4,26,1157339,1936894,2023,09/14/2023 03:43:09 PM,41.98260385,-87.69671309,"(41.982603849, -87.696713091)"
13202261,JG414331,09/07/23 0:00,079XX S ESSEX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,0422,004,7,46,08B,1194232,1852910,2023,09/14/2023 03:43:09 PM,41.75131717,-87.56380046,"(41.751317167, -87.563800456)"
13201876,JG413978,09/06/23 13:24,010XX W NORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1811,018,32,7,08A,1169007,1910823,2023,09/14/2023 03:43:09 PM,41.91081797,-87.6545604,"(41.91081797, -87.654560398)"
13202232,JG414281,09/06/23 22:50,035XX W BRYN MAWR AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,1711,017,39,13,03,1151848,1936985,2023,09/14/2023 03:43:09 PM,41.98296377,-87.7169054,"(41.982963773, -87.716905397)"
13202985,JG415105,09/06/23 21:30,034XX W ARMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1422,014,26,22,14,1153231,1913079,2023,09/14/2023 03:43:09 PM,41.9173366,-87.71245591,"(41.917336596, -87.712455913)"
13201515,JG413323,09/06/23 10:10,080XX S EUCLID AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,0414,004,8,46,08B,1190594,1852115,2023,09/14/2023 03:43:09 PM,41.74922413,-87.57715731,"(41.749224132, -87.577157314)"
13202180,JG414236,09/06/23 21:29,051XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,0932,009,16,61,08B,1164221,1870683,2023,09/14/2023 03:43:09 PM,41.8007726,-87.67327595,"(41.800772595, -87.673275953)"
13208012,JG421000,08/17/2023 12:00:00 PM,019XX S LEAVITT ST,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1234,012,25,31,08A,1162006,1890618,2023,09/14/2023 03:41:59 PM,41.85552287,-87.68084386,"(41.855522867, -87.680843862)"
13202118,JG414083,09/06/23 18:18,057XX S ABERDEEN ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,0712,007,16,68,15,1169961,1866800,2023,09/14/2023 03:43:09 PM,41.78999432,-87.65233829,"(41.789994324, -87.652338285)"
13201961,JG414119,09/06/23 17:30,078XX S LAFLIN ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0612,006,17,71,07,1167473,1852841,2023,09/14/2023 03:43:09 PM,41.75174274,-87.66186068,"(41.751742742, -87.661860682)"
13208353,JG421608,08/28/2023 07:30:00 PM,009XX W WASHINGTON BLVD,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1224,012,34,28,06,1170224,1900729,2023,09/14/2023 03:41:59 PM,41.88309289,-87.65038478,"(41.883092889, -87.650384784)"
13202210,JG414227,09/06/23 21:00,041XX N FRANCISCO AVE,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1724,017,33,16,08A,1156307,1927409,2023,09/14/2023 03:43:09 PM,41.95659747,-87.70076612,"(41.95659747, -87.700766117)"
13201208,JG413019,09/06/23 3:34,050XX S KNOX AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0815,008,14,56,04A,1146210,1870856,2023,09/14/2023 03:43:09 PM,41.80160788,-87.73932467,"(41.801607877, -87.739324672)"
13201241,JG413055,09/06/23 5:40,039XX W ALTGELD ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2524,025,35,22,06,1149832,1916338,2023,09/14/2023 03:43:09 PM,41.92634643,-87.72485902,"(41.926346433, -87.724859021)"
13203776,JG415874,09/06/23 19:00,026XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,FALSE,FALSE,2512,025,36,19,08B,1133297,1916857,2023,09/14/2023 03:43:09 PM,41.92807654,-87.78560619,"(41.928076536, -87.785606186)"
13201706,JG413540,09/06/23 13:19,117XX S CALUMET AVE,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,FALSE,FALSE,0532,005,9,53,07,1180561,1827176,2023,09/14/2023 03:43:09 PM,41.6810244,-87.61468454,"(41.681024396, -87.614684538)"
13207913,JG420885,09/02/23 2:00,003XX W ILLINOIS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,1831,018,42,8,11,1174082,1903553,2023,09/14/2023 03:41:59 PM,41.89075699,-87.63613388,"(41.890756989, -87.636133879)"
13203257,JG414222,09/06/23 21:33,082XX S SANGAMON ST,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,FALSE,FALSE,0613,006,17,71,26,1171413,1850152,2023,09/14/2023 03:43:09 PM,41.74427848,-87.64750096,"(41.744278483, -87.647500963)"
13202285,JG414290,09/06/23 22:09,006XX E 75TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,TRUE,FALSE,0323,003,6,69,24,1181781,1855423,2023,09/14/2023 03:43:09 PM,41.75850964,-87.60934922,"(41.758509638, -87.609349222)"
13202105,JG413957,09/06/23 17:15,017XX N LA SALLE DR,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1814,018,43,7,08B,1174812,1911705,2023,09/14/2023 03:43:09 PM,41.91311018,-87.63320866,"(41.913110178, -87.633208656)"
13201412,JG413133,09/06/23 7:30,098XX S YATES AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,TRUE,0431,004,7,51,04B,1194119,1840244,2023,09/14/2023 03:43:09 PM,41.71656332,-87.56462908,"(41.716563317, -87.564629081)"
13202353,JG412941,09/06/23 0:21,035XX W FLOURNOY ST,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1133,011,24,27,08A,1152924,1896804,2023,09/14/2023 03:43:09 PM,41.8726825,-87.71401546,"(41.872682495, -87.714015459)"
13201791,JG413512,09/06/23 7:00,009XX E 40TH ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,FALSE,TRUE,0214,002,4,36,04B,1183241,1878620,2023,09/14/2023 03:43:09 PM,41.82213036,-87.60327658,"(41.822130356, -87.603276576)"
13202305,JG414339,09/06/23 22:30,0000X E GARFIELD BLVD,031A,ROBBERY,ARMED - HANDGUN,GAS STATION,FALSE,FALSE,0225,002,3,40,03,1177792,1868568,2023,09/14/2023 03:43:09 PM,41.79467209,-87.62357087,"(41.794672085, -87.623570871)"
13575207,JH401840,08/25/2024 06:00:00 PM,019XX N CICERO AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2533,025,36,19,06,1144091,1912424,2024,09/02/24 15:41,41.91571587,-87.74605323,"(41.915715874, -87.74605323)"
13204785,JG413430,09/06/23 11:00,057XX S CICERO AVE,0810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,0813,008,13,56,06,1145654,1866253,2023,09/14/2023 03:43:09 PM,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
13202368,JG414229,09/06/23 21:22,006XX W WILSON DR,0560,ASSAULT,SIMPLE,PARK PROPERTY,FALSE,FALSE,1914,019,46,3,08A,1171340,1930917,2023,09/14/2023 03:43:09 PM,41.96590572,-87.64539748,"(41.965905724, -87.645397479)"
13202012,JG413859,09/06/23 15:45,036XX W 16TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,1014,010,24,29,04A,1152458,1891802,2023,09/14/2023 03:43:09 PM,41.85896566,-87.71585846,"(41.858965656, -87.71585846)"
13201176,JG412967,09/06/23 0:23,032XX W IRVING PARK RD,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1733,017,33,16,03,1154247,1926417,2023,09/14/2023 03:43:09 PM,41.95391683,-87.70836586,"(41.953916833, -87.70836586)"
13201651,JG413377,09/06/23 9:00,071XX S ST LAWRENCE AVE,0560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,0323,003,6,69,08A,1181470,1857861,2023,09/14/2023 03:43:09 PM,41.76520694,-87.61041391,"(41.76520694, -87.610413911)"
13201727,JG413693,09/06/23 15:02,016XX W 47TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,0924,009,15,61,06,1166298,1873549,2023,09/14/2023 03:43:09 PM,41.80859321,-87.66557723,"(41.80859321, -87.665577234)"
13207693,JG420704,08/14/2023 03:00:00 PM,006XX N MICHIGAN AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,DEPARTMENT STORE,FALSE,FALSE,1834,018,42,8,11,1177314,1904693,2023,09/14/2023 03:41:59 PM,41.89381253,-87.62422992,"(41.893812529, -87.624229924)"
13201220,JG413028,09/06/23 4:31,034XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,1731,017,30,16,14,1149111,1922907,2023,09/14/2023 03:43:09 PM,41.94438634,-87.72733776,"(41.944386341, -87.727337759)"
13201500,JG413379,09/06/23 5:00,001XX N PINE AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,FALSE,TRUE,1523,015,37,25,17,1139479,1900503,2023,09/14/2023 03:43:09 PM,41.88308863,-87.76328861,"(41.883088627, -87.763288609)"
13202560,JG413542,09/06/23 2:30,009XX E GRAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,FALSE,TRUE,1834,018,42,8,02,1182641,1904157,2023,09/14/2023 03:43:09 PM,41.89221925,-87.60468265,"(41.89221925, -87.604682647)"
13575492,JH402037,08/25/2024 10:03:00 PM,067XX S THROOP ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,TRUE,FALSE,0724,007,17,67,15,1168822,1859980,2024,09/02/24 15:41,41.7713041,-87.65671144,"(41.771304096, -87.656711443)"
13208223,JG421078,09/05/23 22:10,007XX W ADAMS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1232,012,34,28,14,1171256,1899328,2023,09/14/2023 03:41:59 PM,41.87922585,-87.64663642,"(41.879225851, -87.646636417)"
13203282,JG415527,09/06/23 14:30,063XX N RICHMOND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,2413,024,50,2,11,1155528,1941895,2023,09/14/2023 03:43:09 PM,41.99636357,-87.70323823,"(41.996363572, -87.703238225)"
13202682,JG414798,09/06/23 9:30,057XX S CICERO AVE,0820,THEFT,$500 AND UNDER,AIRPORT TERMINAL LOWER LEVEL - SECURE AREA,FALSE,FALSE,0813,008,13,56,06,1145654,1866253,2023,09/14/2023 03:43:09 PM,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
13201949,JG414006,09/06/23 18:09,039XX S ARCHER AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0921,009,12,58,03,1159467,1878573,2023,09/14/2023 03:43:09 PM,41.8225226,-87.69049409,"(41.8225226, -87.690494093)"
13201806,JG413749,09/06/23 14:49,0000X E GRAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,1834,018,42,8,06,1176796,1903917,2023,09/14/2023 03:43:09 PM,41.89169488,-87.62615583,"(41.891694878, -87.626155832)"
13202226,JG414303,09/06/23 22:23,024XX S FEDERAL ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,0131,001,3,34,04A,1176083,1888296,2023,09/14/2023 03:43:09 PM,41.84884597,-87.62924489,"(41.848845969, -87.629244886)"
13201382,JG413209,09/06/23 1:00,085XX S DREXEL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,TRUE,0632,006,8,44,08B,1183715,1848531,2023,09/14/2023 03:43:09 PM,41.73955239,-87.60247589,"(41.739552385, -87.602475891)"
13208522,JG421639,08/12/23 0:01,047XX S SEELEY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,0931,009,15,61,11,1163492,1873192,2023,09/14/2023 03:41:59 PM,41.80767293,-87.67587906,"(41.807672926, -87.675879062)"
13208245,JG421263,08/14/2023 04:03:00 AM,069XX N ASHLAND BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER (SPECIFY),FALSE,FALSE,2431,024,49,1,11,1164533,1945811,2023,09/14/2023 03:41:59 PM,42.00692256,-87.67000125,"(42.006922562, -87.670001247)"
13202408,JG414344,09/06/23 23:54,011XX W LOYOLA AVE,0560,ASSAULT,SIMPLE,ALLEY,FALSE,TRUE,2432,024,49,1,08A,1167457,1943877,2023,09/14/2023 03:43:09 PM,42.00155296,-87.65929943,"(42.001552964, -87.659299433)"
13201506,JG413345,09/06/23 8:03,045XX S DREXEL BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0221,002,4,39,07,1182954,1875137,2023,09/14/2023 03:43:09 PM,41.81257944,-87.60443782,"(41.812579436, -87.604437824)"
13202171,JG414143,09/06/23 19:48,082XX S COLES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,0424,004,7,46,14,1198250,1850974,2023,09/14/2023 03:43:09 PM,41.74590509,-87.54914144,"(41.745905086, -87.549141439)"
13203504,JG415585,09/06/23 22:15,061XX S KEDZIE AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,0823,008,14,66,03,1156105,1863802,2023,09/14/2023 03:43:09 PM,41.78205732,-87.70322518,"(41.78205732, -87.70322518)"
13202921,JG414279,09/06/23 22:17,106XX S AVENUE F,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,0432,004,10,52,08B,1203499,1835102,2023,09/14/2023 03:43:09 PM,41.70221832,-87.53045097,"(41.702218321, -87.530450967)"
13208057,JG421044,08/31/2023 05:45:00 PM,002XX E 95TH ST,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",VEHICLE - COMMERCIAL,FALSE,FALSE,0511,005,9,49,11,1179729,1842043,2023,09/14/2023 03:41:59 PM,41.72184048,-87.61727759,"(41.721840482, -87.617277592)"
13208579,JG420980,09/01/23 20:00,043XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,FALSE,FALSE,1911,019,47,5,06,1160914,1928757,2023,09/14/2023 03:41:59 PM,41.96020189,-87.68379197,"(41.960201886, -87.683791965)"
13202519,JG414283,09/06/23 21:58,011XX N SPAULDING AVE,2850,PUBLIC PEACE VIOLATION,BOMB THREAT,APARTMENT,FALSE,FALSE,1121,011,26,23,24,1154102,1907362,2023,09/14/2023 03:43:09 PM,41.90163129,-87.70940862,"(41.901631293, -87.709408616)"
13202759,JG414772,09/06/23 16:00,021XX E 87TH ST,0560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,FALSE,FALSE,0412,004,8,45,08A,1191768,1847705,2023,09/14/2023 03:43:09 PM,41.73709431,-87.57299818,"(41.737094305, -87.572998178)"
13203131,JG415359,09/06/23 11:19,055XX W MELROSE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1633,016,30,15,26,1138906,1921060,2023,09/14/2023 03:43:09 PM,41.93950984,-87.76489245,"(41.939509837, -87.764892445)"
13202506,JG414474,09/07/23 0:00,092XX S BLACKSTONE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,0413,004,8,48,07,1187727,1844091,2023,09/14/2023 03:43:09 PM,41.72727413,-87.58791764,"(41.727274127, -87.587917642)"
13208159,JG421313,08/23/2023 03:00:00 PM,010XX S OAKLEY BLVD,0890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1225,012,28,28,06,1161208,1895339,2023,09/14/2023 03:41:59 PM,41.86849436,-87.68364177,"(41.868494355, -87.683641769)"
13201893,JG413900,09/06/23 17:00,017XX E 95TH ST,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,OTHER (SPECIFY),FALSE,TRUE,0431,004,7,51,11,1189409,1842324,2023,10/24/2023 03:40:34 PM,41.72238516,-87.58181284,"(41.722385161, -87.581812836)"
13204489,JG416325,09/06/23 11:00,0000X E 8TH ST,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,0123,001,4,32,06,1176857,1896680,2023,11/04/23 15:40,41.87183477,-87.62615082,"(41.871834768, -87.62615082)"
13202165,JG414142,09/06/23 19:48,082XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,0424,004,7,46,08B,1198250,1850974,2023,09/14/2023 03:43:09 PM,41.74590509,-87.54914144,"(41.745905086, -87.549141439)"
13202045,JG414152,09/06/23 16:50,031XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1222,012,28,27,06,1155397,1899849,2023,09/14/2023 03:43:09 PM,41.88098896,-87.70485404,"(41.880988964, -87.704854042)"
13201887,JG413685,09/06/23 15:07,052XX N WESTERN AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,FALSE,FALSE,2012,020,40,4,26,1159408,1934616,2023,09/14/2023 03:43:09 PM,41.97631047,-87.68916679,"(41.976310466, -87.689166788)"
